gene_symbol	variants	broad_loci_500kb	axes	axis_count	score_bands	source_sets	single_gene_variant_count	three_dimensional_link_count	crispr_link_count	catalog_distinct_exact_rsid_count	max_n_traits	max_n_families	median_max_score	example_variants
GANC	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	9	5	0.22435788	rs1659218;rs8037100
GUSB	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	10	5	0.35905467	rs4718277;rs4718273
MRPL3	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	11	5	0.25026312	rs852217;rs643417
MYO1G	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	12	5	0.255231435	rs2158564;rs6463259
NBEAL1	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	9	5	0.248267045	rs2052944;rs10755020
RABGEF1	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	10	5	0.35905467	rs4718277;rs4718273
RIN1	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	12	5	0.26198067	rs7941602;rs1190621
TMEM102	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	9	5	0.2200787	rs11078682;rs2111437
TMEM87A	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	9	5	0.22435788	rs1659218;rs8037100
VKORC1L1	2	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10;lower_recurrence_exact	0	2	0	2	10	5	0.35905467	rs4718277;rs4718273
WDR12	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	9	5	0.248267045	rs2052944;rs10755020
CAPN3	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	8	4	0.22111408999999999	rs8037100;rs11631983
EPM2AIP1	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	5	4	0.27768992000000003	rs13098279;rs749072
IQCD	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	5	4	0.23776204499999998	rs10850133;rs1458366
MLH1	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	5	4	0.27768992000000003	rs13098279;rs749072
NARF	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	7	4	0.21300814499999998	rs12950178;rs8081734
NFYB	2	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	2	0	2	13	4	0.386421975	rs4964761;rs4246269
OGFOD3	2	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	7	4	0.21300814499999998	rs12950178;rs8081734
SLC8B1	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	5	4	0.23776204499999998	rs10850133;rs1458366
TJAP1	2	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	6	4	0.2050372	rs6924483;rs12661262
BSG	2	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	3	3	0.357309685	rs4919812;rs12609751
CDC34	2	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	3	3	0.357309685	rs4919812;rs12609751
NUDT17	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	3	3	0.24179530500000002	rs1778523;rs12755149
POLR3C	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	3	3	0.24179530500000002	rs1778523;rs12755149
RNF115	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	3	3	0.24179530500000002	rs1778523;rs12755149
ZZEF1	2	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	2	0	2	4	3	0.21553896500000003	rs9909751;rs8064596
ZMYM1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	23	12	0.46175954	rs2971408
CHST15	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	11	0.26054198	rs4929814
HAND2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	21	10	0.2239998	rs920625
SETD5	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	16	10	0.28435963	rs2596915
SUPT20H	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	22	10	0.23050864	rs9603126
BECN1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	23	9	0.3633232	rs324079
DGKA	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	17	9	0.38118693	rs2046292
MYLK	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	29	9	0.31995428	rs6794826
SIPA1L1	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	9	0.2764333	rs8017465
ASH1L	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	17	8	0.35158294	rs11264369
ATG2B	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	29	8	0.30477127	rs4544182
COQ7	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	8	0.26177144	rs7403903
DAND5	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	8	0.2683672	rs75783493
DERA	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	8	0.2581238	rs10846246
GRIN2C	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	8	0.19598106	rs7226145
HINT1	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	24	8	0.45805997	rs6872533
HTR5A	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	8	0.15042229	rs306289
MEF2C	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	8	0.24009176	rs186233
MTMR6	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	8	0.18242027	rs9507499
PRKCI	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	8	0.18568529	rs1705580
PRSS12	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	8	0.40410706	rs298982
RNPS1	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	8	0.2999866	rs161424
SCPEP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	8	0.29950815	rs4793837
SLC23A2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	8	0.23698272	rs2681118
TIMM10B	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	8	0.19951889	rs2555159
ZFYVE21	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	8	0.24813111	rs1535100
ANGEL2	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.34939244	rs7533253
ARIH1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	7	0.24920645	rs8025088
ATP6V1H	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.20595601	rs6981243
BARD1	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	7	0.21589023	rs10498030
C18ORF25	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	7	0.1893956	rs6507678
CHN1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.2458652	rs3771917
CSNK2A1	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.2439202	rs6037819
DGCR6L	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	7	0.24974678	rs741413
DNAJA2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	7	0.2144628	rs7203206
DNAJB14	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	14	7	0.18480353	rs10015491
DYM	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.29294616	rs7505245
ERI2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	7	0.19304791	rs7195273
FAM210A	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	7	0.1688971	rs948276
FUT10	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	7	0.20569615	rs11774193
IRS2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	7	0.20564176	rs2225778
LPAR5	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	17	7	0.3748091	rs7397940
MCM4	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	7	0.14979969	rs118051587
MGAT1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	7	0.34369087	rs2619756
MMP19	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	7	0.44982305	rs7965333
MRPS28	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.30930957	rs7014295
NKIRAS1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.3054224	rs6550828
NTF3	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	7	0.24790183	rs7488316
PAGR1	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	7	0.28293753	rs11649499
PCDH9	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	17	7	0.19396389	rs7336507
PCDHGC3	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	7	0.1405369	rs55892286
PFKFB2	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.23929086	rs11586424
PHACTR4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	7	0.2728703	rs6704457
POU2F2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	16	7	0.3797665	rs1195296
PPP2R2D	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	21	7	0.34593493	rs4880334
PTGFR	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	7	0.26907963	rs1417103
RASEF	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	7	0.15571268	rs17397432
RXFP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	7	0.2154307	rs7376477
SEC31B	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	7	0.18922044	rs12780796
SEMA4D	1	1	mixed_trait_axis	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	7	0.14201194	rs11265780
SHQ1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	7	0.17597632	rs2679208
SLC11A2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	7	0.22917637	rs224569
SRRM1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	17	7	0.25508195	rs7549196
SSX2IP	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	7	0.14137763	rs312395
TAC4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	7	0.21744123	rs2412129
TEX22	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	7	0.45560998	rs7144389
TMUB2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	16	7	0.28500232	rs7218599
XPOT	1	1	mixed_trait_axis	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	7	0.31441027	rs6581555
ADAMTS3	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.14322874	rs1085952
ARFGEF1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.24617782	rs891589
BFSP1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.13141513	rs4052812
BST2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.2915136	rs2303682
CCDC68	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.18109782	rs72934617
CD8A	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.17630027	rs2271666
CDK20	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	6	0.4174169	rs2947237
CNOT11	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.24018703	rs1660695
CPNE2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.2635717	rs12599485
CSRP2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	6	0.2285663	rs1017784
EBF3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.24678005	rs556327
FAM117B	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	6	0.17607912	rs7571824
FCGR2A	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.2293677	rs6684851
GTF2I	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	6	0.35947543	rs1421658986
GTF2IRD1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.22728527	rs37616
HUNK	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.122277856	rs2070372
IDH1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.20511453	rs10202116
IRX5	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.17198023	rs8045838
KPTN	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.18210492	rs830133
LPAR1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.14814708	rs10739312
LYST	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	6	0.34933478	rs6668242
LZTR1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.20346299	rs178297
MAP4K5	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	6	0.22516881	rs4898660
MTO1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	6	0.30149883	rs658475
NCSTN	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	13	6	0.25264356	rs2066320
NDRG3	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.263022	rs397625
NEDD4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.22452748	rs1509408
NOVA2	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	6	0.37322596	rs8111976
OTOA	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	14	6	0.18687293	rs194548
PAM	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	16	6	0.33150136	rs26256
PDP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.33080122	rs3134031
PLXDC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.21617658	rs3848398
PMP2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	6	0.39424363	rs7004393
PPP5C	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.20584333	rs8100021
PRKAR2A	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	6	0.2423783	rs9859473
PSMD4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.21734987	rs6678528
RABGAP1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	6	0.17332315	rs2791438
RAD52	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.2186527	rs7138367
RAI1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	6	0.14093354	rs1883752
RSPRY1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.22167702	rs11643790
RTN3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.25868052	rs474548
SCAF11	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	13	6	0.17721967	rs11574952
SF3A3	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	6	0.19252005	rs11211085
SLC9A3R1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	23	6	0.30459526	rs3178300
SMAD4	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	6	0.1484959	rs12456284
STK24	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	6	0.23688363	rs9517327
SWAP70	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.21773435	rs10743113
TANC1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	6	0.2542335	rs1522696
TLL2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.2197214	rs11188801
TRIQK	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	14	6	0.21759877	rs440973
TRMT12	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	6	0.22226459	rs10105517
WDR35	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	6	0.2131798	rs6734005
WDR5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	6	0.27638552	rs6479642
ZNF217	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	6	0.22958575	rs4811449
ZNF26	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.3370792	rs937538
ZNF362	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	14	6	0.15796083	rs10914660
ZNF397	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	6	0.18903604	rs4799791
ZNF517	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	6	0.28321853	rs2958492
ZNF628	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	6	0.20372267	rs889090
ABCB9	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.22516997	rs1037593
ABLIM1	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.1946367	rs2497701
AHI1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.23987214	rs7771001
AHSP	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.2472073	rs10596
AKAP8L	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.27893135	rs56825447
ANKRD50	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	19	5	0.24692222	rs13135635
ARHGEF26	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.21106926	rs357496
ATE1	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.16260575	rs2420979
ATXN7L2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.21323052	rs650985
BMP1	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.19801445	rs4872427
C11ORF80	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.33698657	rs470300
CAPZA2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.35906535	rs9649395
CCSER2	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.25084415	rs7095983
CERS4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.20332776	rs1542538
CIRBP	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.21931043	rs8108009
CNTFR	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.20536134	rs7044318
COBL	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.26874703	rs2215164
COLQ	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	14	5	0.15631208	rs4685251
CPED1	1	1	neuro_systemic	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.14599815	rs41703
CSNK1A1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.21553583	rs7712431
CYP2U1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.23858276	rs7667856
DACT3	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.24671413	rs314674
DCTN6	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	5	0.20372267	rs6558118
DIP2B	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.24267371	rs2684906
DIRAS3	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.22089289	rs978313
DR1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.22325808	rs2433279
DST	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.23615813	rs1870639
ENDOG	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.4726519	rs3750325
EPB41L5	1	1	systemic_other	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	5	0.1808661	rs7578989
EXTL3	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	10	5	0.15660706	rs352428
FAM102B	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.20173472	rs10776714
FAM83F	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.2024594	rs3021274
FGFR2	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	5	0.27827808	rs3750815
FKRP	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.26454678	rs313846
FNBP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	5	0.26131713	rs1322671
FOXK1	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.2699898	rs7781456
GDF5	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.29076156	rs224330
GLO1	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.3061127	rs1739633
GNB1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.25883454	rs6603811
GRK5	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.2447689	rs4237510
GUCY1A2	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	5	0.17825884	rs591957
HGSNAT	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	5	5	0.236963	rs2020394
HIGD1A	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	8	5	0.23782875	rs339680
HNRNPM	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.23421906	rs6603083
IFT140	1	1	neuro_systemic	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.3699632	rs8059926
INPP5A	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	12	5	0.22927201	rs10747060
IQGAP2	1	1	neuro_systemic	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	5	0.23719953	rs6880993
KLF5	1	1	systemic_non_neural	1	hidden_lt0.2	core_exact_n10	1	1	0	1	12	5	0.16041136	rs1029092
LARP1	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.20782684	rs4117784
LARP6	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	15	5	0.45313054	rs1561691
LAT2	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.3032324	rs412425
LFNG	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	6	5	0.21721323	rs2906155
LGR4	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	7	5	0.20149396	rs4617543
MALL	1	1	neural_enriched	1	hidden_lt0.2	core_exact_n10	1	1	0	1	11	5	0.16705908	rs737182
MAP3K12	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	11	5	0.25438097	rs7958457
MAP3K14	1	1	systemic_non_neural	1	moderate_0.2_0.5	lower_recurrence_exact	1	1	0	1	9	5	0.21639639	rs1000354
MAP4K4	1	1	systemic_non_neural	1	moderate_0.2_0.5	core_exact_n10	1	1	0	1	10	5	0.2713216	rs2066942
